City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
348,Bonthe,SL,7.5264,-12.505,74.12,93,100,5.73,moderate rain
349,Chiredzi,ZW,-21.05,31.6667,67.32,45,2,5.28,clear sky
350,Manavalakurichi,IN,8.1333,77.3,81.25,74,81,13.29,broken clouds
351,Caxito,AO,-8.5785,13.6643,74.64,74,98,2.62,overcast clouds
352,Vestmannaeyjar,IS,63.4427,-20.2734,44.28,73,2,13.76,clear sky
353,Rawson,AR,-43.3002,-65.1023,53.92,76,12,20.69,few clouds
354,Abu Dhabi,AE,24.4667,54.3667,87.82,86,40,3.44,scattered clouds
355,Hobyo,SO,5.3505,48.5268,75.94,87,27,14.05,scattered clouds
356,Machilipatnam,IN,16.1667,81.1333,82.42,77,82,3.11,broken clouds
357,Champerico,GT,14.3,-91.9167,80.92,81,99,4.81,overcast clouds
358,Kaeo,NZ,-35.1,173.7833,63.32,70,100,16.71,overcast clouds
359,Kupang,ID,-10.1667,123.5833,86.58,70,20,8.05,few clouds
360,Vermillion,US,42.7794,-96.9292,59.72,35,37,7.99,scattered clouds
361,Matagami,CA,49.7502,-77.6328,51.91,87,100,4.61,light rain
362,Idaho Falls,US,43.4666,-112.0341,69.89,45,0,0.0,clear sky
363,Nanakuli,US,21.3906,-158.1547,83.44,71,100,10.36,light rain
364,Ust-Barguzin,RU,53.45,108.9833,43.34,59,92,8.61,overcast clouds
365,Pirgos,GR,35.1167,25.7178,66.61,65,0,3.58,clear sky
366,Longyearbyen,SJ,78.2186,15.6401,44.44,76,40,10.36,scattered clouds
367,Lavrentiya,RU,65.5833,-171.0,38.08,94,100,9.89,light rain
368,Oktyabrskiy,RU,54.4815,53.471,46.69,95,97,6.08,overcast clouds
369,Mehamn,NO,71.0357,27.8492,40.95,81,0,11.5,clear sky
370,Cockburn Town,TC,21.4612,-71.1419,82.62,79,8,18.84,clear sky
371,Hurghada,EG,27.2574,33.8129,82.27,47,0,12.03,clear sky
372,Cape Girardeau,US,37.3834,-89.7168,63.01,61,0,8.59,clear sky
373,Lompoc,US,34.6391,-120.4579,67.01,89,100,8.05,overcast clouds
374,Esperance,AU,-33.8667,121.9,58.84,65,92,8.5,overcast clouds
375,Tigil,RU,57.8,158.6667,48.52,69,100,11.14,overcast clouds
376,Nortelandia,BR,-14.4547,-56.8028,82.29,53,23,9.6,few clouds
377,Natchitoches,US,31.7668,-93.1335,79.65,69,0,0.0,clear sky
378,Moyale,KE,3.5167,39.0584,65.8,81,48,12.53,light rain
379,Visconde Do Rio Branco,BR,-21.0103,-42.8406,69.82,10,33,3.13,scattered clouds
380,Cidreira,BR,-30.1811,-50.2056,61.43,89,100,13.04,moderate rain
381,Northam,GB,51.0333,-4.2167,57.25,87,96,20.71,light rain
382,Buta,CD,2.7858,24.73,67.59,99,94,0.2,overcast clouds
383,Necochea,AR,-38.5473,-58.7368,49.66,93,80,10.13,broken clouds
384,Amio,PH,9.3571,122.9413,82.38,86,99,9.71,overcast clouds
385,Aktash,RU,50.3,87.7333,52.18,33,51,5.99,broken clouds
386,Bone,DE,51.9669,12.1396,53.89,85,100,4.09,overcast clouds
387,Hirara,JP,24.8,125.2833,85.86,79,40,11.5,scattered clouds
388,Sergeyevka,KZ,53.88,67.4158,49.23,86,100,17.34,moderate rain
389,Sistranda,NO,63.7256,8.834,49.96,78,100,14.03,light rain
390,Shimoda,JP,34.6667,138.95,77.36,76,40,6.26,scattered clouds
391,Kabo,CF,7.6994,18.629,70.56,98,100,1.74,moderate rain
392,Katobu,ID,-4.9408,122.5276,90.1,46,27,0.29,scattered clouds
393,La Ronge,CA,55.1001,-105.2842,55.65,67,75,5.75,broken clouds
394,Geraldton,AU,-28.7667,114.6,68.41,42,0,14.97,clear sky
395,Aksarka,RU,66.5606,67.7975,28.35,83,27,8.23,scattered clouds
396,Prado,BR,-17.3411,-39.2208,71.24,88,100,9.66,overcast clouds
397,Manicaragua,CU,22.1494,-79.9736,76.33,95,100,2.95,light rain
398,Kununurra,AU,-15.7667,128.7333,96.78,38,10,5.75,clear sky
399,Banda Aceh,ID,5.5577,95.3222,84.65,64,100,8.77,overcast clouds
400,Aswan,EG,24.0934,32.907,83.5,23,0,9.22,clear sky
401,Carutapera,BR,-1.195,-46.02,78.46,77,7,8.77,clear sky
402,Wukari,NG,7.85,9.7833,72.7,96,100,7.02,overcast clouds
403,Puerto Leguizamo,CO,-0.1934,-74.7819,77.41,71,100,1.32,overcast clouds
404,Avera,US,33.194,-82.5271,69.31,64,32,4.59,scattered clouds
405,Bima,ID,-8.4667,118.7167,93.72,39,20,7.34,few clouds
406,Severobaykalsk,RU,55.65,109.3167,36.09,75,98,4.61,overcast clouds
407,Lebu,CL,-37.6167,-73.65,48.2,85,100,9.8,overcast clouds
408,Zeya,RU,53.75,127.2667,42.21,75,100,13.15,overcast clouds
409,Beidao,CN,34.5686,105.8933,68.9,59,100,3.91,overcast clouds
410,El Carmen,CO,8.5106,-73.4478,68.32,94,100,3.4,overcast clouds
411,Dali,CN,25.7,100.1833,64.96,85,85,2.57,overcast clouds
412,Deogarh,IN,21.5333,84.7333,79.3,85,94,0.85,overcast clouds
413,Cumra,TR,37.5732,32.7745,42.94,31,0,1.25,clear sky
414,Derzhavinsk,KZ,51.1,66.3167,56.3,63,65,20.65,broken clouds
415,Talnakh,RU,69.4865,88.3972,25.21,64,50,1.86,scattered clouds
416,Narsaq,GL,60.9167,-46.05,55.62,100,100,2.51,moderate rain
417,Santa Rosa,PH,14.3122,121.1114,88.11,75,100,4.25,overcast clouds
418,Havoysund,NO,70.9963,24.6622,48.43,77,0,16.22,clear sky
419,Pirapora,BR,-17.345,-44.9419,74.23,62,27,6.69,scattered clouds
420,Patacamaya,BO,-17.2333,-67.9167,43.61,55,0,4.61,clear sky
421,Alamogordo,US,32.8995,-105.9603,77.22,53,40,5.01,scattered clouds
422,Havelock,US,34.8791,-76.9013,78.75,77,40,10.36,scattered clouds
423,Chicama,PE,-7.8447,-79.1469,57.74,80,96,5.82,overcast clouds
424,Atar,MR,20.5169,-13.0499,80.38,63,61,19.3,light rain
425,Cedar Falls,US,42.5278,-92.4455,59.22,47,0,8.05,clear sky
426,Nadym,RU,65.5333,72.5167,31.59,87,71,13.18,broken clouds
427,Mmabatho,ZA,-25.85,25.6333,64.33,36,0,5.32,clear sky
428,Karakol,KG,42.4907,78.3936,62.74,24,0,2.51,clear sky
429,Pahalgam,IN,34.0333,75.3333,54.09,65,1,2.39,clear sky
430,Elbeuf,FR,49.2867,1.0029,54.68,78,0,12.66,moderate rain
431,Riachao Do Dantas,BR,-11.0689,-37.725,66.79,96,14,0.92,few clouds
432,Phangnga,TH,8.4509,98.5298,84.24,66,88,4.63,overcast clouds
433,Clyde River,CA,70.4692,-68.5914,32.23,93,0,3.44,clear sky
434,Lubango,AO,-14.9172,13.4925,62.51,68,98,1.43,overcast clouds
435,Lanigan,CA,51.8501,-105.0344,46.29,33,100,4.52,overcast clouds
436,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.6,100,75,2.3,broken clouds
437,Keita,NE,14.7551,5.7749,84.43,52,2,5.06,clear sky
438,Lensk,RU,60.7253,114.9278,36.3,76,97,3.51,overcast clouds
439,Graaff-Reinet,ZA,-32.2522,24.5308,54.91,78,100,3.13,light rain
440,Taltal,CL,-25.4,-70.4833,59.86,62,0,5.68,clear sky
441,Grand Island,US,40.925,-98.342,62.29,52,0,5.75,clear sky
442,Batagay-Alyta,RU,67.8006,130.4114,29.35,82,97,2.82,overcast clouds
443,Hanting,CN,36.7708,119.2108,76.01,50,0,7.0,clear sky
444,Isla Vista,US,34.4133,-119.861,78.98,72,0,4.61,clear sky
445,Gorontalo,ID,0.5412,123.0595,88.0,48,93,8.05,overcast clouds
446,Richards Bay,ZA,-28.783,32.0377,71.29,72,5,6.85,clear sky
447,Aklavik,CA,68.2191,-135.0107,38.01,84,100,2.68,overcast clouds
448,Lufkin,US,31.3382,-94.7291,80.51,62,0,5.75,clear sky
449,Gat,IL,31.61,34.7642,78.4,52,0,5.32,clear sky
450,Carnduff,CA,49.1667,-101.8009,55.38,38,99,6.35,overcast clouds
451,Kovdor,RU,67.5662,30.4758,38.21,83,100,2.46,overcast clouds
452,Manzanillo,CU,20.3433,-77.1167,78.85,78,100,4.0,light rain
453,Leh,IN,34.1667,77.5833,42.73,93,99,3.33,overcast clouds
454,Shaunavon,CA,49.6501,-108.4181,56.98,26,30,7.67,scattered clouds
455,Virden,US,39.5009,-89.7679,64.65,61,0,9.26,clear sky
456,Kruisfontein,ZA,-34.0033,24.7314,56.88,88,100,5.35,overcast clouds
457,College,US,64.8569,-147.8028,55.35,51,40,3.44,scattered clouds
458,Diffa,NE,13.3154,12.6113,83.21,53,49,6.93,scattered clouds
459,Puri,IN,19.8,85.85,82.92,75,96,5.59,overcast clouds
460,Nanga Eboko,CM,4.6833,12.3667,68.02,99,100,3.44,overcast clouds
461,Kafanchan,NG,9.5833,8.3,67.75,93,98,2.53,light rain
462,Khartoum,SD,15.5518,32.5324,89.6,35,49,7.23,scattered clouds
463,Nelson Bay,AU,-32.7167,152.15,66.09,75,100,3.0,overcast clouds
464,Horsham,GB,51.064,-0.3272,56.64,79,75,6.91,broken clouds
465,Kalemie,CD,-5.9475,29.1947,72.81,56,46,3.36,scattered clouds
466,Ratnagiri,IN,16.9833,73.3,78.28,84,90,3.56,overcast clouds
467,Sabzevar,IR,36.2126,57.6819,69.08,49,0,16.11,clear sky
468,Khani,GE,41.9563,42.9566,40.57,66,0,6.49,clear sky
469,Pokrovsk,UA,48.282,37.1758,49.5,65,98,7.18,overcast clouds
470,Lulea,SE,65.5842,22.1547,41.07,87,75,3.44,broken clouds
471,Misratah,LY,32.3754,15.0925,76.14,78,10,12.44,clear sky
472,Berlevag,NO,70.8578,29.0864,40.8,87,1,8.05,clear sky
473,Oksfjord,NO,70.2396,22.3479,50.18,85,8,14.0,clear sky
474,Rossland,CA,49.0831,-117.8022,59.92,75,0,1.95,clear sky
475,Roald,NO,62.5833,6.1333,51.33,87,75,6.91,broken clouds
476,Raga,SS,8.4596,25.678,69.51,95,28,2.21,scattered clouds
477,Fairview,US,40.8126,-73.999,63.25,89,100,14.97,heavy intensity rain
478,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,96,75,12.66,mist
479,Harper,LR,4.375,-7.7169,73.09,95,100,7.52,moderate rain
480,Broome,US,42.2506,-75.833,58.01,86,20,6.91,few clouds
481,Wenling,CN,28.3669,121.36,76.5,66,41,11.32,scattered clouds
482,Ixtapa,MX,20.7,-105.2,85.23,84,100,2.3,overcast clouds
483,Berdigestyakh,RU,62.0989,126.6992,34.23,78,100,5.7,overcast clouds
484,Westport,US,41.1415,-73.3579,68.07,89,75,10.36,heavy intensity rain
485,Shenandoah,US,30.4013,-91.0009,80.94,85,78,3.85,broken clouds
486,Soe,ID,-9.8607,124.284,88.2,27,93,7.78,overcast clouds
487,Beloha,MG,-25.1667,45.05,68.4,65,0,6.78,clear sky
488,Smithers,CA,54.7804,-127.1743,57.52,82,75,3.44,broken clouds
489,Stokmarknes,NO,68.5646,14.9108,55.38,62,20,12.66,few clouds
490,Payakumbuh,ID,-0.2202,100.6308,80.49,64,100,0.81,overcast clouds
491,North Bend,US,43.4065,-124.2243,66.24,96,100,8.05,mist
492,Shingu,JP,33.7333,135.9833,80.82,72,49,5.19,scattered clouds
493,Coolum Beach,AU,-26.5333,153.1,79.34,68,0,10.02,clear sky
494,Sri Aman,MY,1.2376,111.4621,80.65,83,20,5.99,few clouds
495,Shitanjing,CN,39.2342,106.3439,67.75,27,0,7.09,clear sky
496,Astana,KZ,51.1801,71.446,58.95,41,40,4.47,scattered clouds
497,Kyaikkami,MM,16.08,97.5675,76.24,91,100,6.26,overcast clouds
498,Paamiut,GL,61.994,-49.6678,45.43,94,100,18.25,overcast clouds
499,Olga,RU,43.7444,135.2892,71.15,46,0,4.36,clear sky
500,Garowe,SO,8.4054,48.4845,75.7,68,80,13.2,broken clouds
501,Klaksvik,FO,62.2266,-6.589,41.92,88,100,50.82,light rain
502,Mount Isa,AU,-20.7333,139.5,91.17,13,0,8.05,clear sky
503,Phan Thiet,VN,10.9333,108.1,85.53,61,99,7.16,overcast clouds
504,Sfantu Gheorghe,RO,45.8667,25.7833,55.27,65,100,2.19,overcast clouds
505,Lasem,ID,-6.6922,111.4527,88.11,54,66,9.57,broken clouds
506,Bay Roberts,CA,47.5999,-53.2648,51.93,90,1,1.99,clear sky
507,Manggar,ID,-2.8833,108.2667,85.41,66,68,13.91,broken clouds
508,Tucupita,VE,9.0622,-62.051,73.13,97,100,2.28,overcast clouds
509,Khuzdar,PK,27.7384,66.6434,75.29,49,6,1.81,clear sky
510,Ransang,PH,8.9603,117.5828,82.29,83,93,14.18,light rain
511,Chesma,RU,53.8111,60.6533,48.6,70,82,16.53,broken clouds
512,Honiara,SB,-9.4333,159.95,83.07,76,85,2.66,overcast clouds
513,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,48.79,100,100,4.47,light intensity shower rain
514,Caranavi,BO,-15.8167,-67.55,65.59,89,98,3.02,overcast clouds
515,Aqtobe,KZ,50.2797,57.2072,46.49,87,0,13.42,clear sky
516,Baruun-Urt,MN,46.6806,113.2792,60.64,30,87,13.0,overcast clouds
517,Harstad,NO,68.799,16.5293,52.99,100,10,1.01,clear sky
518,Imbituba,BR,-28.24,-48.6703,58.41,93,100,11.68,moderate rain
519,Kasongo-Lunda,CD,-6.4667,16.8167,70.2,94,75,1.95,broken clouds
520,Ales,FR,44.1333,4.0833,54.68,81,0,5.75,clear sky
521,North Platte,US,41.1239,-100.7654,63.37,44,0,7.0,clear sky
522,Sanming,CN,26.2486,117.6186,90.01,42,0,4.43,clear sky
523,Vanimo,PG,-2.6741,141.3028,86.99,61,62,9.44,broken clouds
524,Kahului,US,20.8947,-156.47,91.42,59,40,15.99,scattered clouds
525,Kamarion,GR,36.8,25.8167,67.05,52,0,5.44,clear sky
526,Port Hardy,CA,50.6996,-127.4199,59.18,88,20,3.44,few clouds
527,Ryazanskaya,RU,44.9553,39.5889,49.66,77,25,6.82,scattered clouds
528,Kuruman,ZA,-27.4524,23.4325,67.41,29,100,6.44,overcast clouds
529,Phalodi,IN,27.1333,72.3667,83.12,59,56,11.56,broken clouds
530,Ushtobe,KZ,45.2514,77.9838,75.45,24,0,8.37,clear sky
531,Nikel,RU,69.4128,30.222,37.58,89,100,4.65,overcast clouds
532,Sisimiut,GL,66.9395,-53.6735,42.91,53,100,6.98,overcast clouds
533,Kazerun,IR,29.6195,51.6541,80.49,16,0,3.87,clear sky
534,Rio Grande,BR,-32.035,-52.0986,61.05,93,100,11.45,overcast clouds
535,Ambilobe,MG,-13.2,49.05,68.83,65,0,5.26,clear sky
536,Dingle,PH,10.9995,122.6711,79.18,88,96,14.12,light rain
537,Port Moresby,PG,-9.4431,147.1797,89.02,70,40,11.5,scattered clouds
538,Ferrol,ES,43.4832,-8.2369,56.68,91,14,7.7,few clouds
539,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.58,78,90,12.88,overcast clouds
540,Dunmore East,IE,52.1514,-6.9861,61.0,85,100,19.84,overcast clouds
541,Teguldet,RU,57.3064,88.1667,33.37,81,100,5.99,overcast clouds
542,Ragay,PH,13.8183,122.7923,84.11,77,94,14.45,overcast clouds
543,Caserta,IT,41.0832,14.3349,68.05,91,100,1.97,overcast clouds
544,Namatanai,PG,-3.6667,152.4333,85.73,62,7,5.35,clear sky
545,Taoudenni,ML,22.6783,-3.9836,94.14,22,100,6.71,overcast clouds
546,Hanzhong,CN,33.0728,107.0303,70.0,73,100,0.51,overcast clouds
547,Vanavara,RU,60.34,102.2797,36.3,74,100,4.5,overcast clouds
548,Pimenta Bueno,BR,-11.6725,-61.1936,80.02,53,0,1.68,clear sky
549,Morgan City,US,29.6994,-91.2068,81.0,72,100,4.38,overcast clouds
550,Capaci,IT,38.1711,13.2393,78.75,56,0,20.71,clear sky
551,Hopkinsville,US,36.8656,-87.4886,69.75,77,0,5.5,clear sky
552,Marawi,PH,7.9986,124.2928,80.08,61,74,7.7,broken clouds
553,Chenzhou,CN,25.8,113.0333,83.59,45,0,5.95,clear sky
554,Vardo,NO,70.3705,31.1107,37.38,93,25,2.3,scattered clouds
555,Saint-Joseph,RE,-21.3667,55.6167,64.78,79,42,11.5,scattered clouds
556,Vale Da Amoreira,PT,39.0697,-7.6985,61.61,39,80,6.73,broken clouds
557,Qasigiannguit,GL,68.8193,-51.1922,39.45,86,100,1.92,overcast clouds
558,Sobolevo,RU,54.4299,31.8996,45.34,81,100,6.06,overcast clouds
559,Coquimbo,CL,-29.9533,-71.3436,51.53,93,0,9.22,clear sky
560,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,76.26,81,60,0.56,broken clouds
561,Korcula,HR,42.9622,17.1369,68.68,82,100,8.5,overcast clouds
562,Volodarka,UA,49.5248,29.9122,52.07,74,100,6.29,overcast clouds
563,Deputatskiy,RU,69.3,139.9,23.13,91,100,4.72,overcast clouds
564,Mitsamiouli,KM,-11.3847,43.2844,75.49,82,8,9.42,clear sky
565,Wum,CM,6.3833,10.0667,63.03,98,100,2.3,light rain
566,Santa Clara,CU,22.4,-79.9667,76.66,94,40,3.44,scattered clouds
567,Slovenske Konjice,SI,46.3367,15.4258,55.27,94,100,1.39,moderate rain
568,Kibakwe,TZ,-6.7167,36.3667,60.12,94,16,4.5,few clouds
569,Ulaanbaatar,MN,47.9077,106.8832,42.93,56,40,0.0,scattered clouds
570,Borodino,RU,55.9106,94.8983,38.48,97,100,11.99,overcast clouds
571,Tomatlan,MX,19.9333,-105.25,80.19,90,64,2.8,broken clouds
572,Namibe,AO,-15.1961,12.1522,63.18,72,84,8.19,broken clouds
573,Nizhnyaya Poyma,RU,56.1622,97.1933,35.91,99,100,2.68,light rain
574,Oranjestad,AW,12.524,-70.027,84.15,79,20,13.8,few clouds
575,Verkhoyansk,RU,67.5447,133.385,33.55,80,98,0.36,overcast clouds
576,Grand Gaube,MU,-20.0064,57.6608,69.39,78,11,4.0,few clouds
577,Korgen,NO,66.0771,13.8153,55.72,79,57,9.93,broken clouds
578,Tual,ID,-5.6667,132.75,82.04,74,56,10.54,broken clouds
579,High Level,CA,58.5169,-117.136,55.51,67,75,2.3,broken clouds
580,Porto San Giorgio,IT,43.1827,13.7934,66.0,96,100,3.06,overcast clouds
581,Sioux Lookout,CA,50.1001,-91.917,50.07,87,100,14.97,overcast clouds
582,Mumford,GH,5.2618,-0.759,74.91,92,43,10.65,light rain
583,Bronnoysund,NO,65.4625,12.1997,53.6,54,98,21.99,overcast clouds
584,Nouadhibou,MR,20.931,-17.0347,76.98,94,40,2.3,scattered clouds
585,Venice,US,27.0998,-82.4543,80.01,92,0,3.44,clear sky
586,Lunao,PH,8.8503,125.0564,87.33,62,90,0.78,overcast clouds
587,Tocopilla,CL,-22.092,-70.1979,61.0,69,6,8.21,clear sky
588,Alenquer,BR,-1.9417,-54.7383,78.64,61,14,3.36,few clouds
589,Teluknaga,ID,-6.0989,106.6381,92.17,58,20,4.61,few clouds
590,Nanortalik,GL,60.1432,-45.2371,49.33,98,100,16.71,light rain
591,Talara,PE,-4.5772,-81.2719,63.73,82,48,16.37,scattered clouds
592,Casa Nova,BR,-9.4167,-41.1333,76.73,47,12,21.77,few clouds
593,Jining,CN,35.405,116.5814,77.36,44,41,6.53,scattered clouds
594,Fairbanks,US,64.8378,-147.7164,55.36,54,20,3.44,few clouds
595,Kjopsvik,NO,68.097,16.3742,53.47,83,52,9.33,broken clouds
596,Sorland,NO,67.667,12.6934,53.46,76,8,20.13,clear sky
597,Miri,MY,4.4148,114.0089,77.14,94,40,4.61,light rain
598,Mingguang,CN,32.7802,117.9638,77.76,47,69,6.76,broken clouds
599,Raudeberg,NO,61.9875,5.1352,48.96,1,100,16.06,overcast clouds
600,Kayerkan,RU,69.3497,87.7602,24.53,85,67,5.3,broken clouds
601,Kedougou,SN,12.5579,-12.1743,73.54,96,100,3.89,overcast clouds
602,Formosa,AR,-26.1775,-58.1781,64.38,88,0,10.36,clear sky
603,Huancavelica,PE,-12.7667,-74.9833,36.05,93,98,4.72,overcast clouds
604,Mawlaik,MM,23.6333,94.4167,86.13,68,44,0.34,scattered clouds
605,Katangli,RU,51.7102,143.2326,52.18,72,35,12.46,scattered clouds
606,Yining,CN,29.0361,114.5636,83.68,45,17,2.39,few clouds
607,Krasnyy Kholm,RU,58.0607,37.1203,41.79,95,95,5.01,overcast clouds
608,Ipixuna,BR,-1.7625,-48.8043,73.74,93,36,5.26,scattered clouds
609,Dayong,CN,25.0209,118.2898,80.62,57,100,2.77,overcast clouds
610,Moctezuma,MX,29.8,-109.6667,73.35,72,85,7.87,overcast clouds
611,Luganville,VU,-15.5333,167.1667,83.44,71,29,6.33,scattered clouds
612,Gurlan,UZ,41.8447,60.3919,59.07,56,1,16.28,clear sky
613,Bukama,CD,-9.2,25.85,71.13,59,23,3.38,few clouds
614,Uncia,BO,-18.467,-66.5685,39.67,12,20,5.7,few clouds
615,Grindavik,IS,63.8424,-22.4338,41.47,87,40,8.05,scattered clouds
616,Meybod,IR,32.2501,54.0166,71.62,15,0,2.01,clear sky
617,Rio Gallegos,AR,-51.6226,-69.2181,48.25,40,40,18.41,scattered clouds
618,Borogontsy,RU,62.6683,131.1683,36.64,79,100,5.01,overcast clouds
619,Ukiah,US,39.1502,-123.2078,82.65,38,0,0.0,clear sky
620,Beruwala,LK,6.4788,79.9828,80.26,82,100,7.54,overcast clouds
621,Coihaique,CL,-45.5752,-72.0662,45.21,81,100,3.44,light rain
622,Venado Tuerto,AR,-33.7456,-61.9688,59.77,73,99,5.79,overcast clouds
623,Goya,AR,-29.14,-59.2626,57.61,76,16,3.67,few clouds
624,Santa Lucia,ES,27.9117,-15.5407,63.72,94,75,10.36,broken clouds
625,Kenai,US,60.5544,-151.2583,54.03,75,40,9.22,light rain
626,Romny,UA,50.751,33.4747,46.15,87,100,5.26,overcast clouds
627,Port-Gentil,GA,-0.7193,8.7815,76.59,86,100,15.95,light rain
628,Wanning,CN,18.8003,110.3967,82.99,75,100,10.94,overcast clouds
629,Shemonaikha,KZ,50.6328,81.9056,65.71,31,80,8.55,broken clouds
630,Ati,TD,13.2154,18.3353,82.6,65,98,6.49,overcast clouds
631,Russell,US,32.3502,-85.1999,74.43,94,0,0.0,clear sky
632,Hailin,CN,44.5833,129.4167,65.1,60,1,7.07,clear sky
633,Belyy Yar,RU,53.6039,91.3903,48.09,87,75,11.18,light intensity shower rain
634,Fort Frances,CA,48.5999,-93.4003,49.15,87,100,10.36,overcast clouds
635,Kabanjahe,ID,3.1001,98.4908,75.2,59,99,2.53,overcast clouds
636,Nemuro,JP,43.3236,145.575,63.93,79,100,6.08,overcast clouds
637,Marrakesh,MA,31.6315,-8.0083,62.67,94,75,1.14,light rain
638,Capanema,BR,-1.1958,-47.1808,72.28,91,55,3.02,broken clouds
639,Acapulco,MX,16.8634,-99.8901,80.42,83,100,3.44,overcast clouds
640,Mazagao,BR,-0.115,-51.2894,84.25,96,3,5.5,clear sky
641,Itupiranga,BR,-5.1347,-49.3267,79.12,88,6,3.4,clear sky
642,Mocuba,MZ,-16.8392,36.9856,70.54,77,6,3.11,clear sky
643,Tadepallegudem,IN,16.8333,81.5,84.54,78,98,1.57,overcast clouds
644,Morondava,MG,-20.2833,44.2833,72.05,71,1,3.36,clear sky
645,Sapa,PH,5.1544,120.3241,85.35,66,85,9.73,overcast clouds
646,Yenotayevka,RU,47.2456,47.0281,53.67,62,9,15.48,clear sky
647,Roswell,US,34.0232,-84.3616,72.55,88,0,3.44,clear sky
648,Bandarbeyla,SO,9.4942,50.8122,76.78,82,100,22.26,overcast clouds
649,Benguela,AO,-12.5763,13.4055,68.88,87,87,3.4,overcast clouds
650,Alice Springs,AU,-23.7,133.8833,76.21,34,100,11.5,overcast clouds
651,Prince Rupert,CA,54.3161,-130.3201,60.89,84,100,26.46,overcast clouds
652,Ucluelet,CA,48.9329,-125.5528,60.1,87,68,7.18,broken clouds
653,Weligama,LK,5.9667,80.4167,80.53,81,99,11.03,overcast clouds
654,Vila,PT,42.0304,-8.1588,45.48,83,1,4.97,clear sky
655,Lakatoro,VU,-16.0999,167.4164,83.32,70,10,8.32,clear sky
656,Brekstad,NO,63.687,9.6654,50.09,81,75,23.02,light rain
657,Dori,BF,14.0354,-0.0345,85.19,50,48,10.54,scattered clouds
658,Yanam,IN,16.7333,82.2167,85.12,68,100,1.25,overcast clouds
659,Muros,ES,42.7762,-9.0603,56.08,80,1,12.75,clear sky
660,Te Anau,NZ,-45.4167,167.7167,58.08,67,85,5.79,overcast clouds
661,Lubuagan,PH,17.3548,121.1747,73.83,87,100,3.76,overcast clouds
662,Bara,NG,10.3744,10.7288,73.78,88,90,5.79,overcast clouds
663,Miyako,JP,39.6367,141.9525,72.23,65,96,4.41,overcast clouds
664,Serafimovich,RU,49.5786,42.736,46.62,79,7,11.74,clear sky
665,Matamoros,MX,25.5333,-103.25,86.11,32,20,3.44,few clouds
666,Witu,KE,-2.3889,40.4382,75.36,89,40,10.85,light rain
667,Solnechnyy,RU,50.7214,136.6319,59.43,70,100,10.67,overcast clouds
668,Yumen,CN,40.2833,97.2,70.54,11,99,3.49,overcast clouds
669,Dusti,TJ,37.3481,68.664,74.16,19,0,3.11,clear sky
670,Gisborne,NZ,-38.6533,178.0042,56.91,59,99,8.86,overcast clouds
671,Orlik,RU,52.5178,99.825,51.82,59,98,18.92,overcast clouds
672,Port Alberni,CA,49.2413,-124.8028,65.86,71,17,1.77,few clouds
673,Fort Nelson,CA,58.8053,-122.7002,56.79,54,75,3.44,broken clouds
674,San Policarpo,PH,12.1791,125.5072,85.39,67,100,1.16,overcast clouds
675,Rochegda,RU,62.8,43.25,36.55,91,96,8.19,overcast clouds
676,Bud,US,39.447,-86.1758,63.05,76,18,5.91,few clouds
677,Pecos,US,31.4229,-103.4932,83.3,39,0,12.66,clear sky
678,Kamaishi,JP,39.2667,141.8833,72.3,65,98,3.67,overcast clouds
679,Gannan,CN,47.9147,123.5031,53.38,31,100,7.34,overcast clouds
680,Suluq,LY,31.6682,20.2521,70.52,61,1,9.82,clear sky
681,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.67,81,5,1.63,clear sky
682,Biltine,TD,14.5333,20.9167,81.79,52,98,4.76,overcast clouds
683,Thonon-Les-Bains,FR,46.25,6.5,43.2,93,49,3.36,scattered clouds
684,Brigantine,US,39.4101,-74.3646,73.0,74,0,16.11,clear sky
685,Hit,IQ,33.6416,42.8251,72.66,18,0,15.26,clear sky
686,Kelo,TD,9.3086,15.8066,72.81,93,100,5.77,overcast clouds
687,Divnomorskoye,RU,44.5011,38.1353,60.04,75,16,4.54,few clouds
688,Awjilah,LY,29.1081,21.2869,72.77,66,0,7.49,clear sky
689,Atchison,US,39.563,-95.1216,67.71,68,1,8.08,clear sky
690,Poltsamaa,EE,58.6525,25.9706,42.17,79,84,3.09,broken clouds
691,Bayir,TR,37.2687,28.2167,45.12,32,0,1.68,clear sky
692,Takoradi,GH,4.8845,-1.7554,74.21,93,19,7.96,light rain
693,At-Bashi,KG,41.1702,75.8106,53.24,32,0,0.92,clear sky
694,Safaga,EG,26.7292,33.9365,87.21,40,0,15.14,clear sky
695,Bilma,NE,18.6853,12.9164,87.06,17,12,9.44,few clouds
696,Waingapu,ID,-9.6567,120.2641,87.57,49,13,10.29,few clouds
697,Amahai,ID,-3.3333,128.9167,81.91,73,98,4.99,overcast clouds
698,Xichang,CN,27.8964,102.2634,61.18,94,100,1.72,overcast clouds
